name_a,name_b,severity,mechanism,source,url
citalopram,nimesulide,moderate,"SSRIs impair platelet serotonin uptake while NSAIDs irritate the gastric mucosa, increasing upper GI bleeding risk.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=nimesulide
citalopram,indomethacin,moderate,"SSRIs impair platelet serotonin uptake while NSAIDs irritate the gastric mucosa, increasing upper GI bleeding risk.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=indomethacin
citalopram,piroxicam,moderate,"SSRIs impair platelet serotonin uptake while NSAIDs irritate the gastric mucosa, increasing upper GI bleeding risk.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=piroxicam
fluoxetine,aspirin,moderate,"Both classes impair platelet aggregation (serotonin depletion vs. COX inhibition), raising bleeding risk when combined.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=aspirin
fluoxetine,clopidogrel,moderate,"Both classes impair platelet aggregation (serotonin depletion vs. COX inhibition), raising bleeding risk when combined.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=clopidogrel
fluoxetine,ticagrelor,moderate,"Both classes impair platelet aggregation (serotonin depletion vs. COX inhibition), raising bleeding risk when combined.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=ticagrelor
fluoxetine,prasugrel,moderate,"Both classes impair platelet aggregation (serotonin depletion vs. COX inhibition), raising bleeding risk when combined.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=prasugrel
sertraline,aspirin,moderate,"Both classes impair platelet aggregation (serotonin depletion vs. COX inhibition), raising bleeding risk when combined.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=aspirin
sertraline,clopidogrel,moderate,"Both classes impair platelet aggregation (serotonin depletion vs. COX inhibition), raising bleeding risk when combined.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=clopidogrel
sertraline,ticagrelor,moderate,"Both classes impair platelet aggregation (serotonin depletion vs. COX inhibition), raising bleeding risk when combined.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=ticagrelor
sertraline,prasugrel,moderate,"Both classes impair platelet aggregation (serotonin depletion vs. COX inhibition), raising bleeding risk when combined.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=prasugrel
escitalopram,aspirin,moderate,"Both classes impair platelet aggregation (serotonin depletion vs. COX inhibition), raising bleeding risk when combined.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=aspirin
escitalopram,clopidogrel,moderate,"Both classes impair platelet aggregation (serotonin depletion vs. COX inhibition), raising bleeding risk when combined.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=clopidogrel
escitalopram,ticagrelor,moderate,"Both classes impair platelet aggregation (serotonin depletion vs. COX inhibition), raising bleeding risk when combined.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=ticagrelor
escitalopram,prasugrel,moderate,"Both classes impair platelet aggregation (serotonin depletion vs. COX inhibition), raising bleeding risk when combined.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=prasugrel
paroxetine,aspirin,moderate,"Both classes impair platelet aggregation (serotonin depletion vs. COX inhibition), raising bleeding risk when combined.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=aspirin
paroxetine,clopidogrel,moderate,"Both classes impair platelet aggregation (serotonin depletion vs. COX inhibition), raising bleeding risk when combined.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=clopidogrel
paroxetine,ticagrelor,moderate,"Both classes impair platelet aggregation (serotonin depletion vs. COX inhibition), raising bleeding risk when combined.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=ticagrelor
paroxetine,prasugrel,moderate,"Both classes impair platelet aggregation (serotonin depletion vs. COX inhibition), raising bleeding risk when combined.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=prasugrel
citalopram,aspirin,moderate,"Both classes impair platelet aggregation (serotonin depletion vs. COX inhibition), raising bleeding risk when combined.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=aspirin
citalopram,clopidogrel,moderate,"Both classes impair platelet aggregation (serotonin depletion vs. COX inhibition), raising bleeding risk when combined.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=clopidogrel
citalopram,ticagrelor,moderate,"Both classes impair platelet aggregation (serotonin depletion vs. COX inhibition), raising bleeding risk when combined.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=ticagrelor
citalopram,prasugrel,moderate,"Both classes impair platelet aggregation (serotonin depletion vs. COX inhibition), raising bleeding risk when combined.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=prasugrel
fluoxetine,warfarin,moderate,"SSRIs impair platelet serotonin uptake, potentiating warfarin's anticoagulant and bleeding effect.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=warfarin
fluoxetine,heparin,moderate,"SSRIs impair platelet serotonin uptake, potentiating warfarin's anticoagulant and bleeding effect.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=heparin
fluoxetine,enoxaparin,moderate,"SSRIs impair platelet serotonin uptake, potentiating warfarin's anticoagulant and bleeding effect.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=enoxaparin
fluoxetine,dabigatran,moderate,"SSRIs impair platelet serotonin uptake, potentiating warfarin's anticoagulant and bleeding effect.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=dabigatran
fluoxetine,rivaroxaban,moderate,"SSRIs impair platelet serotonin uptake, potentiating warfarin's anticoagulant and bleeding effect.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=rivaroxaban
fluoxetine,apixaban,moderate,"SSRIs impair platelet serotonin uptake, potentiating warfarin's anticoagulant and bleeding effect.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=apixaban
sertraline,warfarin,moderate,"SSRIs impair platelet serotonin uptake, potentiating warfarin's anticoagulant and bleeding effect.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=warfarin
sertraline,heparin,moderate,"SSRIs impair platelet serotonin uptake, potentiating warfarin's anticoagulant and bleeding effect.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=heparin
sertraline,enoxaparin,moderate,"SSRIs impair platelet serotonin uptake, potentiating warfarin's anticoagulant and bleeding effect.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=enoxaparin
sertraline,dabigatran,moderate,"SSRIs impair platelet serotonin uptake, potentiating warfarin's anticoagulant and bleeding effect.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=dabigatran
sertraline,rivaroxaban,moderate,"SSRIs impair platelet serotonin uptake, potentiating warfarin's anticoagulant and bleeding effect.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=rivaroxaban
sertraline,apixaban,moderate,"SSRIs impair platelet serotonin uptake, potentiating warfarin's anticoagulant and bleeding effect.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=apixaban
escitalopram,warfarin,moderate,"SSRIs impair platelet serotonin uptake, potentiating warfarin's anticoagulant and bleeding effect.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=warfarin
escitalopram,heparin,moderate,"SSRIs impair platelet serotonin uptake, potentiating warfarin's anticoagulant and bleeding effect.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=heparin
escitalopram,enoxaparin,moderate,"SSRIs impair platelet serotonin uptake, potentiating warfarin's anticoagulant and bleeding effect.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=enoxaparin
escitalopram,dabigatran,moderate,"SSRIs impair platelet serotonin uptake, potentiating warfarin's anticoagulant and bleeding effect.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=dabigatran
escitalopram,rivaroxaban,moderate,"SSRIs impair platelet serotonin uptake, potentiating warfarin's anticoagulant and bleeding effect.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=rivaroxaban
escitalopram,apixaban,moderate,"SSRIs impair platelet serotonin uptake, potentiating warfarin's anticoagulant and bleeding effect.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=apixaban
paroxetine,warfarin,moderate,"SSRIs impair platelet serotonin uptake, potentiating warfarin's anticoagulant and bleeding effect.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=warfarin
paroxetine,heparin,moderate,"SSRIs impair platelet serotonin uptake, potentiating warfarin's anticoagulant and bleeding effect.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=heparin
paroxetine,enoxaparin,moderate,"SSRIs impair platelet serotonin uptake, potentiating warfarin's anticoagulant and bleeding effect.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=enoxaparin
paroxetine,dabigatran,moderate,"SSRIs impair platelet serotonin uptake, potentiating warfarin's anticoagulant and bleeding effect.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=dabigatran
paroxetine,rivaroxaban,moderate,"SSRIs impair platelet serotonin uptake, potentiating warfarin's anticoagulant and bleeding effect.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=rivaroxaban
paroxetine,apixaban,moderate,"SSRIs impair platelet serotonin uptake, potentiating warfarin's anticoagulant and bleeding effect.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=apixaban
citalopram,warfarin,moderate,"SSRIs impair platelet serotonin uptake, potentiating warfarin's anticoagulant and bleeding effect.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=warfarin
citalopram,heparin,moderate,"SSRIs impair platelet serotonin uptake, potentiating warfarin's anticoagulant and bleeding effect.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=heparin
citalopram,enoxaparin,moderate,"SSRIs impair platelet serotonin uptake, potentiating warfarin's anticoagulant and bleeding effect.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=enoxaparin
citalopram,dabigatran,moderate,"SSRIs impair platelet serotonin uptake, potentiating warfarin's anticoagulant and bleeding effect.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=dabigatran
citalopram,rivaroxaban,moderate,"SSRIs impair platelet serotonin uptake, potentiating warfarin's anticoagulant and bleeding effect.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=rivaroxaban
citalopram,apixaban,moderate,"SSRIs impair platelet serotonin uptake, potentiating warfarin's anticoagulant and bleeding effect.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=apixaban
phenelzine,tramadol,major,"Combined MAOI and serotonergic-opioid (e.g. tramadol, pethidine) therapy risks serotonin syndrome and hypertensive crisis.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=tramadol
phenelzine,morphine,major,"Combined MAOI and serotonergic-opioid (e.g. tramadol, pethidine) therapy risks serotonin syndrome and hypertensive crisis.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=morphine
phenelzine,codeine,major,"Combined MAOI and serotonergic-opioid (e.g. tramadol, pethidine) therapy risks serotonin syndrome and hypertensive crisis.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=codeine
phenelzine,fentanyl,major,"Combined MAOI and serotonergic-opioid (e.g. tramadol, pethidine) therapy risks serotonin syndrome and hypertensive crisis.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=fentanyl
phenelzine,oxycodone,major,"Combined MAOI and serotonergic-opioid (e.g. tramadol, pethidine) therapy risks serotonin syndrome and hypertensive crisis.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=oxycodone
phenelzine,pethidine,major,"Combined MAOI and serotonergic-opioid (e.g. tramadol, pethidine) therapy risks serotonin syndrome and hypertensive crisis.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=pethidine
tranylcypromine,tramadol,major,"Combined MAOI and serotonergic-opioid (e.g. tramadol, pethidine) therapy risks serotonin syndrome and hypertensive crisis.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=tramadol
tranylcypromine,morphine,major,"Combined MAOI and serotonergic-opioid (e.g. tramadol, pethidine) therapy risks serotonin syndrome and hypertensive crisis.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=morphine
tranylcypromine,codeine,major,"Combined MAOI and serotonergic-opioid (e.g. tramadol, pethidine) therapy risks serotonin syndrome and hypertensive crisis.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=codeine
tranylcypromine,fentanyl,major,"Combined MAOI and serotonergic-opioid (e.g. tramadol, pethidine) therapy risks serotonin syndrome and hypertensive crisis.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=fentanyl
tranylcypromine,oxycodone,major,"Combined MAOI and serotonergic-opioid (e.g. tramadol, pethidine) therapy risks serotonin syndrome and hypertensive crisis.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=oxycodone
tranylcypromine,pethidine,major,"Combined MAOI and serotonergic-opioid (e.g. tramadol, pethidine) therapy risks serotonin syndrome and hypertensive crisis.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=pethidine
isocarboxazid,tramadol,major,"Combined MAOI and serotonergic-opioid (e.g. tramadol, pethidine) therapy risks serotonin syndrome and hypertensive crisis.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=tramadol
isocarboxazid,morphine,major,"Combined MAOI and serotonergic-opioid (e.g. tramadol, pethidine) therapy risks serotonin syndrome and hypertensive crisis.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=morphine
isocarboxazid,codeine,major,"Combined MAOI and serotonergic-opioid (e.g. tramadol, pethidine) therapy risks serotonin syndrome and hypertensive crisis.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=codeine
isocarboxazid,fentanyl,major,"Combined MAOI and serotonergic-opioid (e.g. tramadol, pethidine) therapy risks serotonin syndrome and hypertensive crisis.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=fentanyl
isocarboxazid,oxycodone,major,"Combined MAOI and serotonergic-opioid (e.g. tramadol, pethidine) therapy risks serotonin syndrome and hypertensive crisis.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=oxycodone
isocarboxazid,pethidine,major,"Combined MAOI and serotonergic-opioid (e.g. tramadol, pethidine) therapy risks serotonin syndrome and hypertensive crisis.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=pethidine
selegiline,tramadol,major,"Combined MAOI and serotonergic-opioid (e.g. tramadol, pethidine) therapy risks serotonin syndrome and hypertensive crisis.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=tramadol
selegiline,morphine,major,"Combined MAOI and serotonergic-opioid (e.g. tramadol, pethidine) therapy risks serotonin syndrome and hypertensive crisis.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=morphine
selegiline,codeine,major,"Combined MAOI and serotonergic-opioid (e.g. tramadol, pethidine) therapy risks serotonin syndrome and hypertensive crisis.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=codeine
selegiline,fentanyl,major,"Combined MAOI and serotonergic-opioid (e.g. tramadol, pethidine) therapy risks serotonin syndrome and hypertensive crisis.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=fentanyl
selegiline,oxycodone,major,"Combined MAOI and serotonergic-opioid (e.g. tramadol, pethidine) therapy risks serotonin syndrome and hypertensive crisis.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=oxycodone
selegiline,pethidine,major,"Combined MAOI and serotonergic-opioid (e.g. tramadol, pethidine) therapy risks serotonin syndrome and hypertensive crisis.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=pethidine
phenelzine,phenylephrine,major,"MAOIs prevent breakdown of sympathomimetic amines, risking a hypertensive crisis.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=phenylephrine
phenelzine,pseudoephedrine,major,"MAOIs prevent breakdown of sympathomimetic amines, risking a hypertensive crisis.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=pseudoephedrine
tranylcypromine,phenylephrine,major,"MAOIs prevent breakdown of sympathomimetic amines, risking a hypertensive crisis.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=phenylephrine
tranylcypromine,pseudoephedrine,major,"MAOIs prevent breakdown of sympathomimetic amines, risking a hypertensive crisis.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=pseudoephedrine
isocarboxazid,phenylephrine,major,"MAOIs prevent breakdown of sympathomimetic amines, risking a hypertensive crisis.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=phenylephrine
isocarboxazid,pseudoephedrine,major,"MAOIs prevent breakdown of sympathomimetic amines, risking a hypertensive crisis.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=pseudoephedrine
selegiline,phenylephrine,major,"MAOIs prevent breakdown of sympathomimetic amines, risking a hypertensive crisis.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=phenylephrine
selegiline,pseudoephedrine,major,"MAOIs prevent breakdown of sympathomimetic amines, risking a hypertensive crisis.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=pseudoephedrine
enalapril,spironolactone,major,Both reduce renal potassium excretion; combined use risks clinically significant hyperkalaemia.,"pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=spironolactone
enalapril,amiloride,major,Both reduce renal potassium excretion; combined use risks clinically significant hyperkalaemia.,"pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=amiloride
enalapril,eplerenone,major,Both reduce renal potassium excretion; combined use risks clinically significant hyperkalaemia.,"pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=eplerenone
ramipril,spironolactone,major,Both reduce renal potassium excretion; combined use risks clinically significant hyperkalaemia.,"pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=spironolactone
ramipril,amiloride,major,Both reduce renal potassium excretion; combined use risks clinically significant hyperkalaemia.,"pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=amiloride
ramipril,eplerenone,major,Both reduce renal potassium excretion; combined use risks clinically significant hyperkalaemia.,"pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=eplerenone
lisinopril,spironolactone,major,Both reduce renal potassium excretion; combined use risks clinically significant hyperkalaemia.,"pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=spironolactone
lisinopril,amiloride,major,Both reduce renal potassium excretion; combined use risks clinically significant hyperkalaemia.,"pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=amiloride
lisinopril,eplerenone,major,Both reduce renal potassium excretion; combined use risks clinically significant hyperkalaemia.,"pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=eplerenone
captopril,spironolactone,major,Both reduce renal potassium excretion; combined use risks clinically significant hyperkalaemia.,"pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=spironolactone
captopril,amiloride,major,Both reduce renal potassium excretion; combined use risks clinically significant hyperkalaemia.,"pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=amiloride
captopril,eplerenone,major,Both reduce renal potassium excretion; combined use risks clinically significant hyperkalaemia.,"pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=eplerenone
perindopril,spironolactone,major,Both reduce renal potassium excretion; combined use risks clinically significant hyperkalaemia.,"pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=spironolactone
perindopril,amiloride,major,Both reduce renal potassium excretion; combined use risks clinically significant hyperkalaemia.,"pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=amiloride
perindopril,eplerenone,major,Both reduce renal potassium excretion; combined use risks clinically significant hyperkalaemia.,"pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=eplerenone
losartan,spironolactone,major,Both reduce renal potassium excretion; combined use risks clinically significant hyperkalaemia.,"pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=spironolactone
losartan,amiloride,major,Both reduce renal potassium excretion; combined use risks clinically significant hyperkalaemia.,"pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=amiloride
losartan,eplerenone,major,Both reduce renal potassium excretion; combined use risks clinically significant hyperkalaemia.,"pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=eplerenone
telmisartan,spironolactone,major,Both reduce renal potassium excretion; combined use risks clinically significant hyperkalaemia.,"pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=spironolactone
telmisartan,amiloride,major,Both reduce renal potassium excretion; combined use risks clinically significant hyperkalaemia.,"pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=amiloride
telmisartan,eplerenone,major,Both reduce renal potassium excretion; combined use risks clinically significant hyperkalaemia.,"pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=eplerenone
valsartan,spironolactone,major,Both reduce renal potassium excretion; combined use risks clinically significant hyperkalaemia.,"pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=spironolactone
valsartan,amiloride,major,Both reduce renal potassium excretion; combined use risks clinically significant hyperkalaemia.,"pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=amiloride
valsartan,eplerenone,major,Both reduce renal potassium excretion; combined use risks clinically significant hyperkalaemia.,"pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=eplerenone
olmesartan,spironolactone,major,Both reduce renal potassium excretion; combined use risks clinically significant hyperkalaemia.,"pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=spironolactone
olmesartan,amiloride,major,Both reduce renal potassium excretion; combined use risks clinically significant hyperkalaemia.,"pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=amiloride
olmesartan,eplerenone,major,Both reduce renal potassium excretion; combined use risks clinically significant hyperkalaemia.,"pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=eplerenone
candesartan,spironolactone,major,Both reduce renal potassium excretion; combined use risks clinically significant hyperkalaemia.,"pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=spironolactone
candesartan,amiloride,major,Both reduce renal potassium excretion; combined use risks clinically significant hyperkalaemia.,"pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=amiloride
candesartan,eplerenone,major,Both reduce renal potassium excretion; combined use risks clinically significant hyperkalaemia.,"pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=eplerenone
enalapril,potassium chloride,major,Reduced renal potassium excretion plus exogenous potassium load risks severe hyperkalaemia.,"pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=potassium+chloride
ramipril,potassium chloride,major,Reduced renal potassium excretion plus exogenous potassium load risks severe hyperkalaemia.,"pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=potassium+chloride
lisinopril,potassium chloride,major,Reduced renal potassium excretion plus exogenous potassium load risks severe hyperkalaemia.,"pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=potassium+chloride
captopril,potassium chloride,major,Reduced renal potassium excretion plus exogenous potassium load risks severe hyperkalaemia.,"pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=potassium+chloride
perindopril,potassium chloride,major,Reduced renal potassium excretion plus exogenous potassium load risks severe hyperkalaemia.,"pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=potassium+chloride
losartan,potassium chloride,major,Reduced renal potassium excretion plus exogenous potassium load risks severe hyperkalaemia.,"pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=potassium+chloride
telmisartan,potassium chloride,major,Reduced renal potassium excretion plus exogenous potassium load risks severe hyperkalaemia.,"pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=potassium+chloride
valsartan,potassium chloride,major,Reduced renal potassium excretion plus exogenous potassium load risks severe hyperkalaemia.,"pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=potassium+chloride
olmesartan,potassium chloride,major,Reduced renal potassium excretion plus exogenous potassium load risks severe hyperkalaemia.,"pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=potassium+chloride
candesartan,potassium chloride,major,Reduced renal potassium excretion plus exogenous potassium load risks severe hyperkalaemia.,"pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=potassium+chloride
